CustID|CustName|Address1|Address2|Address3|City|Province|PostalCode|Country|Phone1|Phone2|Fax1|Fax2|TaxID|SalesType|CustomerClass|Symbol|Terms|CreditLimit|CreditHold|Remark|InvoiceComment|GroupCode|BranchID|TerritoryID|TerritoryDesc|SalesRepCode|SalesRepName|Active
4938|บริษัท แองเจิ้ล ซิตี้ ไดเนอร์ จำกัด|29/1 ซอยสุขุมวิท 11(ไชยยศ)||แขวงคลองเตยเหนือ|เขตวัฒนา|กรุงเทพมหานคร|10110|Thailand|02-651-3313||02-651-3315||0105554040534||HOTEL|_|030|20000|FALSE||||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
4949|บริษัท ดิ ออสเตรเลี่ยน ผับ จำกัด|37 ซอยสุขุมวิท 11(ซอยไชยยศ) ถนนสุขุมวิท||แขวงคลองเตยเหนือ|เขตวัฒนา|กรุงเทพมหานคร|10110|Thailand|02-651-0800||||0105550077239||HOTEL|_|030|20000|FALSE||||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
4952|บริษัท แชมเปี้ยนส์ เรสเทอรองท์ แอนด์ สปอร์ต บาร์ จ|18 ชั้น G ซอยสุขุมวิท 11 ถนนสุขุมวิท||แขวงคลองเตยเหนือ|เขตวัฒนา|กรุงเทพมหานคร||Thailand|02-651-2933||||0105555090390||HOTEL|_|030|30000|FALSE||||00001|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
4953|บริษัท โกลด์ดี้ล็อค จำกัด|4,4/1-4/2,4/4 อาคารศูนย์การค้าเซ็นทรัลเวิลด์|ห้องเลขที่ จี108 ชั้นที่ 1 ถนนราชดำริห์|แขวงปทุมวัน|เขตปทุมวัน|กรุงเทพมหานคร|10330|Thailand|02-652-2566||02-652-0840||0105557140629||HOTEL|_|030|17000|TRUE|เคยเช็คคืน #|||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
4956|บริษัท เดอะ รัตน์ แพ็ค จำกัด|19 ซอยสุขุมวิท 11(ไชยยศ)||แขวงคลองเตยเหนือ|เขตวัฒนา|กรุงเทพมหานคร|10110|Thailand|02-651-0214||02-651-0215||0205554022799||HOTEL|_|030|20000|FALSE||||00001|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
4961|บริษัท นำเกียรติ จำกัด(รอแยลเบญจาโฮเต็ล)|39 ซอยสุขุมวิท 5(เลิศสิน1) ถนนสุขุมวิท||แขวงคลองเตยเหนือ|เขตคลองเตย|กรุงเทพมหานคร|10110|Thailand|02-655-2920||02-655-2959||0105508002323||HOTEL|_|030|84000|FALSE||||00001|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
4963|นายโอภาส เลียวกายะสุวรรณ|70/7 ถนนสตรีวิทยา 2 ซอย 6||แขวงลาดพร้าว|เขตลาดพร้าว|กรุงเทพมหานคร|10230|Thailand|086-107-5945||||3100602099475||HOTEL|_|007|10000|TRUE|ขายสด 7 วัน|||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
4965|บริษัท วิวัณณ์แคปปิตอล จำกัด|458/6-9 ล็อก 28 สยามสแควร์ ซอย8 ถนนพระราม1||แขวงปทุมวัน|เขตปทุมวัน|กรุงเทพมหานคร|10330|Thailand|||||0105521017908||HOTEL|_|015|30000|FALSE|ขาย 15 วัน|||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
4966|บริษัท อิตัลไทย ฮอลพิทาลิตี้ จำกัด (Central Kitche|110 ถนนวิทยุ||แขวงลุมพินี|เขตปทุมวัน|กรุงเทพมหานคร|10330|Thailand|02-319-1031#1101||02-252-5536||0105543097050||HOTEL|_|030|20000|FALSE||||00003|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
4967|บริษัท เดลมอน สยาม จำกัด|189 ถนนสุขุมวิท||แขวงคลองเตยเหนือ|เขตวัฒนา|กรุงเทพมหานคร|10110|Thailand|02-126-9999||02-126-9998||0105549137886||HOTEL|_|030|74000|FALSE||||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
4969|บริษัท หรรษา โฮเต็ล จำกัด|3/250 ซอยมหาดเล็กหลวง 2 ถนนราชดำริ||แขวงลุมพินี|เขตปทุมวัน|กรุงเทพมหานคร|10330|Thailand|02-209-1249||||0105552061461||HOTEL|_|030|20000|FALSE||||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
4974|บริษัท เจ้าพระยาสยาม (1975) จำกัด|219 ซอยจรัญสนิทวงศ์ 66/1 ถ.จรัญสนิทวงศ์||แขวงบางพลัด|เขตบางพลัด|กรุงเทพมหานคร|10700|Thailand|02-422-9222||02-433-5880||0105518003985||HOTEL|_|030|30000|FALSE||||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
4976|บริษัท บางกอก รอยัล ไทย คูซีน จำกัด|99 อาคารรอยัลเรสซิเดนส์พาร์ค ถนนวิทยุ||แขวงลุมพินี|เขตปทุมวัน|กรุงเทพมหานคร|10330|Thailand|02-256-6555||02-684-5969||0105556189691||RETAIL|_|030|35000|FALSE||||00001|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
4978|บริษัท ดิ เอราวัณ กรุ๊ป จำกัด(มหาชน)|927 อาคารโรงแรมเมอร์เคียว ไอบิส กรุงเทพ สยาม|ถนนพระราม 1|แขวงวังใหม่|เขตปทุมวัน|กรุงเทพมหานคร|10330|Thailand|02-874-7222||02-874-7229||0107537001943||HOTEL|_|030|50000|TRUE|||186|00012|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
4979|บริษัท สุภัทรา ริเวอร์ แมนชั่น จำกัด|23 ถนนพระอาทิตย์||แขวงชนะสงคราม|เขตพระนคร|กรุงเทพมหานคร|10200|Thailand|||||0105526019712||HOTEL|_|030|0|FALSE||||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
4980|บริษัท เดอะ เบคอะวิช จำกัด|24 ซอยสุขสวัสดิ์ 19 ถนนสุขสวัสดิ์||แขวงบางปะกอก|เขตราษฎร์บูรณะ|กรุงเทพมหานคร|10140|Thailand|02-427-3120||02-427-3125||0105558029578||HOTEL|_|030|44000|TRUE||||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
4982|บริษัท  เพลนตี้ มัช มอร์ จำกัด|546/4  ถนนเพลินจิต||แขวงลุมพินี|เขตปทุมวัน|กรุงเทพมหานคร|10330|Thailand|02-251-2187||02-251-7767||0105558183283|HORECA|HOTEL|_|030|20000|FALSE||||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
4983|บริษัท มอร์ แอนด์ มัช จำกัด|31 อาคารเดอะ ปอร์ติโก|ห้องเลขที่ 106-108 ซอยหลังสวน|แขวงลุมพินี|เขตปทุมวัน|กรุงเทพมหานคร|10330|Thailand|02-251-7767||||0105554104338||HOTEL|_|030|20000|FALSE||||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
4998|บริษัท ซูซิ โอตารุ จำกัด|139 ซอยสุขุมวิท 63(เอกมัย)||แขวงคลองตันเหนือ|เขตวัฒนา|กรุงเทพมหานคร|10110|Thailand|02-392-7737||||0105557117597||HOTEL|_|030|140000|FALSE||||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
4999|บริษัท ไคเซ็น ซูซิ แกรนด์ จำกัด|131/1 อาคารเบ็ลคอนโดมิเนียม ซอยทวีมิตร ถนนพระราม 9||แขวงห้วยขวาง|เขตห้วยขวาง|กรุงเทพมหานคร|10310|Thailand|02-168-1141||||0105557023975||HOTEL|_|030|20000|FALSE|||185|00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5000|บริษัท มาย-ยู (ประเทศไทย) จำกัด|33 ซอยพหลโยธิน 5 ถนนพหลโยธิน||แขวงสามเสนใน|เขตพญาไท|กรุงเทพมหานคร|10400|Thailand|02-619-8664||||0105553008963||HOTEL|_|030|17000|FALSE||||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5001|บริษัท เดอะ โมสต์ (แบงค็อก) จำกัด|51/3 ซอยร่วมมิตร ถนนดินแดง||แขวงสามเสนใน|เขตพญาไท|กรุงเทพมหานคร||Thailand||096-615-5241, 096-332-5559|||0105555149092||HOTEL|_|000|100|FALSE|ขายสด 7 วัน|||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5003|บริษัท บางกอกคลับ จำกัด|175 อาคารสาธรซิตี้ทาวเวอร์|ชั้น 27/1 และชั้น 28/1 ถนนสาทรใต้|แขวงทุ่งมหาเมฆ|เขตสาทร|กรุงเทพมหานคร|10120|Thailand|02-679-5550||||0105533012914||HOTEL|_|030|20000|FALSE||||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5008|บริษัท ไคเซ็นซูซิบาร์ จำกัด|8/3 โนเบิล รีฟอร์ม ซอยพหลโยธิน 7 ถนนพหลโยธิน||แขวงสามเสนใน|เขตพญาไท|กรุงเทพมหานคร|10400|Thailand|||||0105556084024||RETAIL|_|030|20000|FALSE|||185|00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5009|บริษัท เคอาร์ซี เอ็นเตอร์ไพรส์ จำกัด|88/1 อาคารเอท ทองหล่อ ห้องเอล206 เอ|ซอยสุขุมวิท55(ทองหล่อ) ถนนสุขุมวิท|แขวงคลองตันเหนือ|เขตวัฒนา|กรุงเทพมหานคร|10110|Thailand|||||0105554141462||HOTEL|_|030|20000|FALSE||||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5010|นายกฤษณ์ สินเพิ่มสุขสกุล|102 อาคารล็อกซเล่ย์ ถนน ณ ระนอง||แขวงคลองเตย|เขตคลองเตย|กรุงเทพมหานคร|10110|Thailand|02-348-8000||||1100400281641||OTHER|_|000|100|FALSE|ขายสด|||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5011|บริษัท ทรัพย์ภูผา จำกัด|63/161 หมู่1||ตำบลหลักหก|อำเภอเมืองปทุมธานี|จังหวัดปทุมธานี|12000|Thailand|||||0115553004721||HOTEL|_|030|20000|FALSE||||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5013|นายชาฏิ วิโนทัย|58/99 หมู่ที่ 6||ตำบลบางขุนกอง|อำเภอบางกรวย|จังหวัดนนทบุรี||Thailand|02-279-2461||||3101400696058||HOTEL|_|030|87000|TRUE||||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5014|บริษัท วาโคอุ จำกัด|548/7 โครงการแอมบาสซี่ปาร์ค พลาซ่า ถนนเพลินจิต||แขวงปทุมวัน|เขตปทุมวัน|กรุงเทพมหานคร|10330|Thailand|02-252-2002||02-252-2700||0105546126824||HOTEL|_|030|46000|FALSE||||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5015|บริษัท จีดีพี ฟูด จำกัด|4, 4/1-4/2,4/4 อาคารศูนย์การค้าเซ็นทรัลเวิลด์|ห้องเลขที่ A 707/1 ชั้นที่ 7 ถนนราชดำริห์|แขวงปทุมวัน|เขตปทุมวัน|กรุงเทพมหานคร|10330|Thailand|02-613-1571||||0105551056430||HOTEL|_|030|30000|FALSE|||187|00001|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5016|บริษัท จีดีพี ฟูด จำกัด|7/504 ศูนย์การค้าเซ็นทรัลปิ่นเกล้า ห้อง 520/2|ถนนบรมราชชนนี|แขวงอรุณอมรินทร์|เขตบางกอกน้อย|กรุงเทพมหานคร|10700|Thailand|02-254-8159||||0105551056430||HOTEL|_|030|30000|FALSE|||187|00002|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5017|บริษัท จีดีพี ฟูด จำกัด|388 อาคารสยามสแควร์วัน ชั้น 4 เลขที่ห้อง SS 4019|ถนนพระราม 1|แขวงปทุมวัน|เขตปทุมวัน|กรุงเทพมหานคร|10330|Thailand|02-115-1475||||0105551056430||HOTEL|_|030|30000|FALSE|||187|00004|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5062|บริษัท ซูซิเด็น จำกัด|1697 ศูนย์การค้าเซ็นทรัลลาดพร้าว|ห้อง121 ชั้น1 ถนนพหลโยธิน|แขวงจตุจักร|เขตจตุจักร|กรุงเทพมหานคร|10900|Thailand|02-103-4011||||0105554093794||HOTEL|_|030|100000|FALSE|||187|00001|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5063|บริษัท ซูซิเด็น จำกัด|991 อาคารศูนย์การค้าสยามพารากอน ชั้นที่ 4|ห้องเลขที่ 4-31B,4B-1/1 ถนนพระราม 1|แขวงปทุมวัน|เขตปทุมวัน|กรุงเทพมหานคร|10330|Thailand|02-610-9667||||0105554093794||HOTEL|_|030|100000|FALSE|||187|00003|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5064|บริษัท ซูซิเด็น จำกัด|199,199/1,199/2หมู่ 6อาคารเซ็นทรัลพลาซ่าเวสต์เกต|ห้อง397/1ชั้น3|ตำบลเสาธงหิน|อำเภอบางใหญ่|จังหวัดนนทบุรี|11140|Thailand|02-194-2709||||0105554093794||HOTEL|_|030|100000|FALSE|||187|00007|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5065|บริษัท ซูซิเด็น จำกัด|191 อาคารสีลมคอมเพล็กซ์ ห้องเลขที่ OP-433-434|ชั้นที่ 4 ถนนสีลม|แขวงสีลม|เขตบางรัก|กรุงเทพมหานคร|10500|Thailand|||||0105554093794||HOTEL|_|030|100000|FALSE|||187|00004|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5066|บริษัท ซูซิเด็น จำกัด|2,88 อาคารศูนย์การค้าเทอมินอล 21 ชั้นที่ LG|ซอยสุขุมวิท 19 (วัฒนา) ถนนสุขุมวิท|แขวงคลองเตยเหนือ|เขตวัฒนา|กรุงเทพมหานคร|10110|Thailand|085-112-5667||||0105554093794||HOTEL|_|030|100000|FALSE|||187|00002|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5067|บริษัท ซูซิเด็น จำกัด|7/222 อาคารศูนย์การค้าเซ็นทรัลพลาซาปิ่นเกล้า|ห้องเลขที่G09 ชั้น G ถนนบรมราชชนนี|แขวงอรุณอมรินทร์|เขตบางกอกน้อย|กรุงเทพมหานคร|10700|Thailand|02-884-5440||||0105554093794||HOTEL|_|030|100000|FALSE|||187|00008|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5070|บริษัท อินเตอร์นู้ดเดิ้ล จำกัด|8/30 ซอยลาดพร้าว 8 ถนนลาดพร้าว||แขวงจอมพล|เขตจตุจักร|กรุงเทพมหานคร|10900|Thailand|||||0105544030790||HOTEL|_|030|18000|FALSE||||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5071|บริษัท คนแล่ปลา จำกัด|31 ซอยหลังสวน||แขวงลุมพินี|เขตปทุมวัน|กรุงเทพมหานคร|10330|Thailand|02-652-2607||||0105556127092||HOTEL|_|030|225000|FALSE|เคยเช็คคืน #|||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5075|บริษัท เทนยุ แกรนด์ จำกัด|66 ซอยพิพัฒน์ ถนนสาทรเหนือ||แขวงสีลม|เขตบางรัก|กรุงเทพมหานคร|10500|Thailand|02-632-1777||||0105554095398||HOTEL|_|030|570000|FALSE|||190|00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5084|บริษัท ไคเซ็น ซูซิ จำกัด|308 ถนนพญาไท||แขวงถนนเพชรบุรี|เขตราชเทวี|กรุงเทพมหานคร|10400|Thailand|||||0105555083067||HOTEL|_|030|20000|FALSE||||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5085|บริษัท ทาคูมิ จำกัด|130-132 อาคารกลาสเฮ้าส์สินธร|ห้องเลขที่ R4 ถนนวิทยุ|แขวงลุมพินี|เขตปทุมวัน|กรุงเทพมหานคร|10330|Thailand|||||0105557039847||HOTEL|_|030|20000|FALSE||||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5091|บริษัท โทโรโร จำกัด|8 อาคารเดอะออไรซอน ชั้น 1|ห้องเลขที่ 8130 ถนนสุขุมวิท63|แขวงพระโขนงเหนือ|เขตวัฒนา|กรุงเทพมหานคร|10110|Thailand|02-714-2228||||0105555003756||HOTEL|_|030|20000|FALSE||||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5092|บริษัท เทนยุ เอ็มควอเทียร์ จำกัด|693 อาคารศูนย์การค้าเอ็มควอเทียร์|ชั้น8 ห้อง8A03 ถนนสุขุมวิท|แขวงคลองตันเหนือ|เขตวัฒนา|กรุงเทพมหานคร|10110|Thailand|02-003-6277||||0105557171613||HOTEL|_|030|130000|FALSE|||190|00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
